"Agency","Route","Direction","Service Key","Language","Original StopID / PlaceID","Printed Stop ID","Printed Name / Description"
"TriMet","20","Outbound","*","","735","735","West Burnside & 19th"
"TriMet","20","Inbound","*","","3104","3104","257th at Mt Hood CC"
"TriMet","22","*","*","","10861","10861","Gateway Transit Center"
"TriMet","23","*","*","","10790","10790","Sandy & 148th"
"TriMet","23","Inbound","*","","5036","5036","San Rafael & 122nd"
"TriMet","23","*","*","","10862","10862","Gateway Transit Center"
"TriMet","23","Outbound","*","","5035","5035","San Rafael & 122nd"
"TriMet","25","*","*","","8190","8190","Gateway Transit Center"
"TriMet","25","*","*","","7030","7030","Rockwood Transit Center"
"TriMet","27","*","*","","8218","8218","Rockwood Transit Center"
"TriMet","82","*","*","","8218","8218","Rockwood Transit Center"
"TriMet","87","*","*","","8218","8218","Rockwood Transit Center"
"TriMet","27","*","*","","10863","10863","Gateway Transit Center"
"TriMet","29","Outbound","*","","8222","8222","Milwaukie Transit Center"
"TriMet","29","Outbound","*","","12741","12741","Clackamas Transit Center"
"TriMet","29","Outbound","*","","6193","6193","Webster & Lake Rd"
"TriMet","29","Outbound","*","","3335","3335","Lake Rd & Oatfield"
"TriMet","29","Inbound","*","","6199","6199","Webster & Lake Rd"
"TriMet","29","Inbound","*","","3352","3352","Lake Rd & 34th"
"TriMet","133","Inbound","*","","12779","12779","SW 3rd & Pine"
"TriMet","15","Inbound","*","","5499","5499","Stark & 82nd"
"TriMet","152","*","*","","8224","8224","Milwaukie Transit Center"
"TriMet","152","*","*","","12742","12742","Clackamas Transit Center"
"TriMet","71","*","*","","12742","12742","Clackamas Transit Center"
"TriMet","72","*","*","","12742","12742","Clackamas Transit Center"
"TriMet","152","*","*","","12741","12741","Clackamas Transit Center"
"TriMet","71","*","*","","12741","12741","Clackamas Transit Center"
"TriMet","72","*","*","","12741","12741","Clackamas Transit Center"
"TriMet","155","Outbound","*","","12742","12742","Clackamas Transit Center"
"TriMet","155","Inbound","*","","12741","12741","Clackamas Transit Center"
"TriMet","156","Outbound","*","","12742","12742","Clackamas Transit Center"
"TriMet","156","Inbound","*","","12741","12741","Clackamas Transit Center"
"TriMet","157","Outbound","*","","12742","12742","Clackamas Transit Center"
"TriMet","157","Inbound","*","","12741","12741","Clackamas Transit Center"
"TriMet","157","Outbound","*","","11520","11520","Sunnyside Rd & Stevens"
"TriMet","179","Outbound","*","","12742","12742","Clackamas Transit Center"
"TriMet","179","Inbound","*","","12741","12741","Clackamas Transit Center"
"TriMet","187","*","*","","10855","10855","Parkrose/Sumner Transit Center"
"TriMet","87","*","*","","10855","10855","Parkrose/Sumner Transit Center"
"TriMet","20","Outbound","*","","10879","10879","257th at Mt Hood CC"
"TriMet","29","Inbound","*","","12742","12742","Clackamas Transit Center"
"TriMet","29","Inbound","*","","8219","8219","Milwaukie Transit Center"
"TriMet","31","Inbound","*","","12742","12742","Clackamas Transit Center"
"TriMet","75","*","*","","8220","8220","Milwaukie Transit Center"
"TriMet","31","Outbound","*","","12741","12741","Clackamas Transit Center"
"TriMet","31","Outbound","*","","12779","12779","SW 3rd & Pine"
"TriMet","32","Outbound","*","","12779","12779","SW 3rd & Pine"
"TriMet","32","Inbound","*","","8223","8223","Milwaukie Transit Center"
"TriMet","34","*","*","","8225","8225","Milwaukie Transit Center"
"TriMet","34","Inbound","*","","4865","4865","River Road & Oak Grove"
"TriMet","34","Outbound","*","","4866","4866","River Road & Oak Grove"
"TriMet","34","Inbound","*","","4851","4851","River Road & Jennings"
"TriMet","34","Outbound","*","","4852","4852","River Road & Jennings"
"TriMet","36","Outbound","*","","12779","12779","SW 3rd & Pine"
"TriMet","38","Outbound","*","","12793","12793","SW Columbia & 6th"
"TriMet","39","*","*","","929","929","Capitol Hwy & Sunset"
"TriMet","42","*","*","","9975","9975","Sunset Transit Center"
"TriMet","61","*","*","","9975","9975","Sunset Transit Center"
"TriMet","64","*","*","","9975","9975","Sunset Transit Center"
"TriMet","44","Outbound","*","","955","955","Capitol Hwy & Sunset"
"TriMet","61","Outbound","*","","955","955","Capitol Hwy & Sunset"
"TriMet","64","Outbound","*","","955","955","Capitol Hwy & Sunset"
"TriMet","44","Outbound","*","","5878","10865","Capitol Hwy & 35th"
"TriMet","45","Outbound","*","","12793","12793","SW Columbia & 6th"
"TriMet","46","Outbound","*","","9942","9942","Glencoe & Evergreen"
"TriMet","46","Inbound","*","","9994","9994","Glencoe & Evergreen"
"TriMet","55","Inbound","*","","929","929","Capitol Hwy & Sunset"
"TriMet","55","Outbound","*","","955","955","Capitol Hwy & Sunset"
"TriMet","58","*","*","","9976","9976","Beaverton Transit Center"
"TriMet","99","*","*","","8225","8225","Milwaukie Transit Center"
"TriMet","96","Inbound","*","","12790","12790","SW Jefferson & 4th"
"TriMet","96","Outbound","*","","12794","12794","SW Columbia & 5th"
"TriMet","94","Outbound","*","","8644","8644","King City Hwy 99 & Durham Rd"
"TriMet","94","Outbound","*","","12781","12781","SW 3rd & Stark"
"TriMet","92","Inbound","*","","3052","3052","SW Jefferson & 16th"
"TriMet","92","Outbound","*","","12794","12794","SW Columbia & 5th"
"TriMet","89","Outbound","*","","1167","1167","Cornell Rd & 143rd"
"TriMet","89","Outbound","*","","8782","8782","Oak Hills & Bethany"
"TriMet","89","Outbound","*","","9793","9793","Cornell Rd & 158th"
"TriMet","89","*","*","","9971","9971","Sunset Transit Center"
"TriMet","89","Inbound","*","","1166","1166","Cornell Rd & 143rd"
"TriMet","89","Inbound","*","","9789","9789","Cornell Rd & 158th"
"TriMet","89","Inbound","*","","10086","10086","Oak Hills & Bethany"
"TriMet","88","Outbound","*","","9674","9674","Farmington & 185th"
"TriMet","88","Inbound","*","","10166","10166","Farmington & 185th"
"TriMet","87","*","*","","9537","9537","PHC"
"TriMet","82","Inbound","*","","9795","9795","Eastman & Division"
"TriMet","82","Outbound","*","","9794","9794","Eastman & Division"
"TriMet","77","Outbound","*","","12803","12803","NW 9th & Northrup"
"TriMet","77","Inbound","*","","12802","12802","NW 9th & Northrup"
"TriMet","75","Outbound","*","","7460","7459",
"TriMet","68","*","*","","3052","3052","SW Jefferson & 16th"
"","67","*","*","","MerloG","10126",
"TriMet","61","Inbound","*","","929","929","Capitol Hwy & Sunset"
"TriMet","33","Outbound","*","","8225","8225","Milwaukie Transit Center"
"TriMet","33","Outbound","*","","12779","12779","SW 3rd & Pine"
"TriMet","43","Inbound","*","","1146","1146","Corbett & Boundary"
"TriMet","64","Inbound","*","","8211","8211","Tigard Transit Center"
"TriMet","64","Inbound","*","","929","929","Capitol Hwy & Sunset"
"TriMet","99","Outbound","*","","12779","12779","SW 3rd & Pine"
"TriMet","93","*","*","","1098","1098","Rose Quarter Transit Center"
"TriMet","58","Inbound","*","","12793","12793","SW Columbia & 6th"
"TriMet","109","Inbound","*","","4653","4653","Powell & 39th"
"TriMet","109","Inbound","*","","4695","4695","Powell & 82nd"
"TriMet","32","Outbound","*","","8222","8222","Milwaukie Transit Center"
"TriMet","61","Inbound","*","","3367","3367","Valley Community Park & Ride"
"TriMet","61","Outbound","*","","9544","9544","Valley Community Park & Ride"
